TGO,Togo,SIN,SIN,MIN,MIN,MIN,MIN,SIN,SIN,MIN,MIN,MIN,MIN,MIN,MIN,SIN,SIN
TON,Tonga,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN
TTO,Trinidad and Tobago,LIN,LIN,LIN,LIN,LIN,LIN,LIN,MIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN
TUN,Tunisia,LIN,LIN,LIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN
TUR,Türkiye,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,SIN,SIN
TKM,Turkmenistan,..,..,..,..,NIN,LIN,LIN,LIN,LIN,LIN,MIN,MIN,MIN,MIN,MIN,MIN
UGA,Uganda,MIN,MIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,MIN,MIN,LIN,MIN
UKR,Ukraine,..,..,..,..,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN
ARE,United Arab Emirates,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
GBR,United Kingdom,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
USA,United States,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
URY,Uruguay,SIN,SIN,MIN,MIN,MIN,SIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,SIN,SIN,SIN
UZB,Uzbekistan,..,..,..,..,LIN,LIN,LIN,LIN,LIN,LIN,LIN,NIN,MIN,MIN,MIN,MIN
VUT,Vanuatu,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN,LIN
VEN,"Venezuela, RB",SIN,SIN,SIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,LIN,LIN,MIN
VNM,Viet Nam,NIN,NIN,NIN,NIN,NIN,SIN,SIN,SIN,SIN,SIN,SIN,MIN,LIN,LIN,LIN,LIN
VIR,Virgin Islands (U.S.),NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
PSE,West Bank and Gaza,..,..,..,..,..,..,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN,NIN
YEM,"Yemen, Rep.",MIN*,MIN*,MIN,MIN,MIN,SIN,SIN,SIN,SIN,MIN,MIN,MIN,MIN,LIN,LIN,LIN
ZMB,Zambia,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN,SIN
ZWE,Zimbabwe,MIN,MIN,LIN,LIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,SIN
,,,,,,,,,,,,,,,,,
,"* At this time, there were Yemen, PDR (MIN) and Yemen, Arab Rep. (LIN); combined they would have been MIN.",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
CSK,Czechoslovakia (former),..,..,LIN,LIN,LINa,,,,,,,,,,,
GIB,Gibraltar,NIN,NIN,NIN,NIN,NIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,MIN,..,..
SUN,USSR (former),..,..,..,MINa,,,,,,,,,,,,
YUGf,Yugoslavia (former),MIN,MIN,LIN,LIN,LINa,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,a. Individual republics were not classified because of lack of data; data were published for the former country.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,Standard World Bank definitions of severe and moderate indebtedness are used to classify economies by levels of external debt. Severely indebted means either: present value,,,,,,,,,,,,,,,,
,of debt service to GNI exceeds 80 percent or present value of debt service to exports exceeds 220 percent. Moderately indebted means either of the two key ratios exceeds 60,,,,,,,,,,,,,,,,
,"percent of, but does not reach, the critical levels. For economies that do not report detailed debt statistics to the World Bank Debtor Reporting System (DRS), present-value",,,,,,,,,,,,,,,,
,"calculation is not possible. Instead, the following methodology is used to classify the non-DRS economies. Severely indebted means three of four key ratios (averaged over",,,,,,,,,,,,,,,,
,three years) are above critical levels: debt to GNI (50 percent); debt to exports (275 percent); debt service to exports (30 percent); and interest to exports (20 percent).,,,,,,,,,,,,,,,,
,"Moderately indebted means three of the four key ratios exceed 60 percent of, but do not reach, the critical levels. All other classified low-income and middle-income economies",,,,,,,,,,,,,,,,
,are listed as less indebted.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,"The present classification scheme began with World Debt Tables 1989-90. From 1987 to 1989 the following countries were considered to be ""highly indebted"": Argentina, ",,,,,,,,,,,,,,,,
,"Bolivia, Brazil, Chile, Colombia, Costa Rica, Côte d'Ivoire, Ecuador, Jamaica, Mexico, Morocco, Nigeria, Peru, Philippines, Uruguay, Venezuela, and Yugoslavia.",,,,,,,,,,,,,,,,
,World Debt Tables became Global Development Finance in 1997.,,,,,,,,,,,,,,,,
